id,recipe_name,Category,url,prep_time,cuisine_path,cook_time,total_time,servings,yield,ingredients,directions,rating,nutrition,timing,img_src
172,Cranberry Pistachio Biscotti,vegetarian,https://www.allrecipes.com/recipe/10638/cranberry-pistachio-biscotti/,25 mins,/Desserts/Nut Dessert Recipes/Pistachio Dessert Recipes/,45 mins,1 hrs 20 mins,36,36 cookies,"¾ cup white sugar, ¼ cup light olive oil, 2 teaspoons vanilla extract, ½ teaspoon almond extract, 2 large eggs, 1 ¾ cups all-purpose flour, 1 teaspoon baking powder, ¼ teaspoon salt, 1 ½ cups pistachio nuts, ½ cup dried cranberries","Preheat the oven to 300 degrees F (150 degrees C). Line a cookie sheet with parchment paper.
Mix together sugar and oil in a large bowl until well blended. Mix in vanilla and almond extracts, then beat in eggs. Combine flour, baking powder, and salt in a separate bowl; gradually stir into egg mixture until combined. Fold in pistachios and cranberries by hand.
Divide dough in half. Form each piece into a 12x2-inch log on the prepared cookie sheet. Dough may be sticky; wet hands with cool water to handle dough more easily.
Bake in the preheated oven until logs are light brown, about 35 minutes. Remove from the oven and set aside to cool for 10 minutes.
Reduce oven temperature to 275 degrees F (135 degrees C).
Cut logs on the diagonal into 3/4-inch-thick slices. Lay cookies cut-side down on the cookie sheet.
Bake cookies until dry, 8 to 10 minutes.











Rob Tanner
",4.8,"Total Fat 4g 6%, Saturated Fat 1g 3%, Cholesterol 10mg 3%, Sodium 55mg 2%, Total Carbohydrate 12g 4%, Dietary Fiber 1g 3%, Total Sugars 6g, Protein 2g, Vitamin C 0mg 1%, Calcium 16mg 1%, Iron 1mg 3%, Potassium 66mg 1%","Prep Time: 25 mins, Cook Time: 45 mins, Additional Time: 10 mins, Total Time: 1 hrs 20 mins, Servings: 36, Yield: 36 cookies",https://www.allrecipes.com/thmb/XfLuXNQoWbFx4igmIrhtVCf-1U4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1076432-cranberry-pistachio-biscotti-Rob-Tanner-1x1-1-4d17e780e8b7419e8b47ee1535ce6ede.jpg
173,Date Nut Loaf Cake,vegetarian,https://www.allrecipes.com/recipe/25567/date-nut-loaf-cake/,20 mins,/Desserts/Cakes/,1 hrs,1 hrs 30 mins,12,1 - 9x5 inch loaf pan,"1 cup dates, pitted and chopped, 1 cup water, ½ cup butter, 1 cup white sugar, 1 teaspoon baking soda, 1 ½ cups all-purpose flour, 1  egg, beaten, 1 teaspoon vanilla extract, 1 cup chopped walnuts, ¼ cup butter, ⅓ cup heavy cream, ½ cup brown sugar","Preheat oven to 350 degrees F (175 degrees C). Grease and flour a 9x5 inch loaf pan. In a saucepan over medium heat, bring dates and water to a boil. Stir in 1/2 cup butter and 1 cup sugar until melted. Remove from heat and stir in baking soda. Let cool for 10 minutes.
Place date mixture into a large bowl. Blend in flour, eggs and vanilla. Stir in chopped walnuts. Pour batter into prepared pan.
Bake in the preheated oven for 50 to 60 minutes, or until a toothpick inserted into the center of the cake comes out clean. Let cool in pan for 10 minutes, then turn out onto a wire rack and cool completely. Serve slices with Warm Sauce.
To make Warm Sauce: In a saucepan over medium heat, combine 1/4 cup butter with cream and brown sugar. Heat, stirring constantly, until mixture boils and sugar is dissolved.",4.9,"Total Fat 21g 27%, Saturated Fat 10g 48%, Cholesterol 55mg 18%, Sodium 198mg 9%, Total Carbohydrate 48g 18%, Dietary Fiber 2g 8%, Total Sugars 34g, Protein 4g, Vitamin C 0mg 1%, Calcium 34mg 3%, Iron 1mg 7%, Potassium 167mg 4%","Prep Time: 20 mins, Cook Time: 1 hrs, Additional Time: 10 mins, Total Time: 1 hrs 30 mins, Servings: 12, Yield: 1 - 9x5 inch loaf pan",https://www.allrecipes.com/thmb/eVFfPhCkkyy1uKICkypgRHhheTA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4567367-634a120999804c3a85a6dc29e661137c.jpg
174,Ma'amoul (Lebanese Date Cookies),vegetarian,https://www.allrecipes.com/recipe/278238/maamoul-lebanese-date-cookies/,45 mins,/Cuisine/Middle Eastern/Lebanese/,30 mins,9 hrs 35 mins,48,4 dozen,"2 cups semolina flour, 1 cup all-purpose flour, ½ teaspoon ground mahlab, ½ teaspoon salt, 1 cup clarified butter, at room temperature, 5 tablespoons milk, 2 tablespoons white sugar, 1 teaspoon active dry yeast, 4 tablespoons orange blossom water, or more as needed, 10 tablespoons date paste (such as Ziyad®), cut into small pieces, 2 tablespoons powdered sugar, or to taste","Mix semolina flour, all-purpose flour, mahlab, and salt together in a large bowl. Work clarified butter into the dry ingredients with your fingertips until thoroughly incorporated. Cover bowl and let dough rest at room temperature, 8 hours to overnight.
Pour milk into a microwave-safe bowl. Microwave until just warm, about 15 seconds. Stir in sugar and yeast until dissolved. Let stand until foamy, about 5 minutes.
Pour yeast mixture and orange blossom water over the dough and mix until evenly moistened. Pinch off a piece of dough and roll into a ball; it should hold its shape without cracking. Add more milk or orange blossom water if needed. Cover and let rest for 15 minutes.
Preheat the oven to 350 degrees F (175 degrees C). Line 2 baking sheets with parchment paper or silicone baking mats.
Sprinkle some flour over the ma'amoul molds and tap out the excess. Pinch off a walnut-sized piece of dough and roll into a ball. Press your thumb into the ball to create space for the filling. Work the edges with your fingers so the sides are even and fairly thin. Drop in a piece of date paste and pinch dough over it to seal.
Place cookie into the mold cavity seam-side up. Press down so that the top is flush with edges of the mold. Trim off any excess dough. Invert the mold and tap it against your work surface to release the cookie. Repeat with remaining dough and date paste, arranging cookies 1 inch apart on the baking sheets.
Bake in the preheated oven, 1 baking sheet at a time, until edges and bottoms are golden but tops are still mostly pale, about 15 minutes.
Sift powdered sugar over the cookies while still slightly warm. Let cool completely. Store in an airtight container at room temperature.",5,"Total Fat 4g 6%, Saturated Fat 3g 14%, Cholesterol 11mg 4%, Sodium 25mg 1%, Total Carbohydrate 4g 2%, Dietary Fiber 0g 1%, Total Sugars 2g, Protein 0g, Calcium 3mg 0%, Iron 0mg 1%, Potassium 20mg 0%","Prep Time: 45 mins, Cook Time: 30 mins, Additional Time: 8 hrs 20 mins, Total Time: 9 hrs 35 mins, Servings: 48, Yield: 4 dozen",https://www.allrecipes.com/thmb/71MQAyjudDxUa8dgbG4vpUamJ2E=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7618972-4ce1a7f41e5d4a81a366c7686c430f14.jpg
175,Sugar-Free Date Cookies,vegetarian,https://www.allrecipes.com/recipe/275260/sugar-free-date-cookies/,15 mins,/Desserts/Fruit Desserts/Banana Dessert Recipes/,15 mins,30 mins,18,18 cookies,"1 cup chopped dates, ¼ cup chopped pecans, ¼ cup water, ½  very ripe banana, mashed, 1 large egg, lightly beaten, 2 tablespoons butter, melted, ½ teaspoon vanilla extract, 1 cup all-purpose flour, 1 teaspoon baking powder, 1 teaspoon cinnamon, ¼ teaspoon salt","Preheat the oven to 350 degrees F (175 degrees C). Line a baking sheet with parchment paper.
Combine the dates, pecans, water, banana, egg, butter, and vanilla extract in a bowl.
Whisk flour, baking powder, cinnamon, and salt together in a separate bowl. Add to the date mixture and stir until well combined.
Drop dough by tablespoonfuls about 1 inch apart onto the prepared baking sheet and flatten lightly with the palm of your hand.
Bake in the preheated oven until cookies start to brown around the edges, being careful not to over-bake, for 11 to 13 minutes. Transfer cookies immediately to a wire rack to cool.",4.9,"Total Fat 3g 4%, Saturated Fat 1g 5%, Cholesterol 14mg 5%, Sodium 73mg 3%, Total Carbohydrate 14g 5%, Dietary Fiber 1g 5%, Total Sugars 7g, Protein 2g, Vitamin C 0mg 2%, Calcium 24mg 2%, Iron 1mg 3%, Potassium 95mg 2%","Prep Time: 15 mins, Cook Time: 15 mins, Total Time: 30 mins, Servings: 18, Yield: 18 cookies",https://www.allrecipes.com/thmb/GwQyO6zge4FAz2vmU6iWEF4OFLs=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6910508-96ea534fe001428585375a6f6d629902.jpg
176,Energy Balls without Peanut Butter,vegan,https://www.allrecipes.com/recipe/283043/energy-balls-without-peanut-butter/,20 mins,/Appetizers and Snacks/Snacks/Energy Ball Recipes/,,2 hrs 20 mins,45,45 balls,"1 cup rolled oats, ½ cup pumpkin seeds, ½ cup walnuts, ½ cup pecans, 15  pitted Medjool dates, ½ cup brown rice syrup, 1 cup mini chocolate chips, ½ cup shredded coconut, ½ cup raisins, ¼ cup sunflower seeds","Burst oats into a coarse meal in the bowl of a food processor. Add pumpkin seeds, walnuts, and pecans; pulse 10 to 15 times, until chunks are desired size.
Toss dates into the food processor and mix for 30 seconds. Pour rice syrup in slowly, with the processor running, until combined and starting to ball up.
Transfer to a bowl and mix in chocolate chips, coconut, raisins, and sunflower seeds. Pull off dough in 25 gram sections and roll into balls. Place in a single layer on a cookie sheet; it's okay if they touch but make sure they are not stacked.
Refrigerate for 2 to 24 hours before serving.",5,"Total Fat 4g 6%, Saturated Fat 1g 7%, Sodium 5mg 0%, Total Carbohydrate 11g 4%, Dietary Fiber 1g 4%, Total Sugars 8g, Protein 2g, Vitamin C 0mg 1%, Calcium 10mg 1%, Iron 1mg 4%, Potassium 98mg 2%","Prep Time: 20 mins, Additional Time: 2 hrs, Total Time: 2 hrs 20 mins, Servings: 45, Yield: 45 balls",https://www.allrecipes.com/thmb/t_06YCdK084ZN3GE1HRR6AkTOws=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8973676-cec2044ad2924ac791d201aaa991d793.jpg
177,Date and Nut Bars,vegan ,https://www.allrecipes.com/recipe/11629/date-and-nut-bars/,,/Desserts/Cookies/Spice Cookie Recipes/,,,12,2 dozen,"⅓ cup boiling water, 2 cups dates, pitted and chopped, ½ cup shortening, 1 cup white sugar, ⅛ teaspoon ground cinnamon, ¾ teaspoon salt, ⅛ teaspoon ground nutmeg, 2  eggs, 1 cup all-purpose flour, ¼ teaspoon baking soda, ½ cup chopped walnuts, ¼ cup confectioners' sugar","In a small bowl, pour boiling water over dates, and set aside to cool. Preheat oven to 325 degrees F (165 degrees C). Grease a 10x10 inch baking pan.
In a medium bowl, cream together the shortening and white sugar. Add eggs, one at a time, beating after each addition. Add the dates, including any water; mix well. Sift together the flour, cinnamon, salt, nutmeg, and baking soda; stir into the date mixture. Then stir in the nuts.
Spread the mixture evenly into the prepared 10x10 inch pan, and bake for 45 minutes in the preheated oven. When cool, cut into bars, and roll each bar in confectioners' sugar.",4.8,"Total Fat 13g 16%, Saturated Fat 3g 14%, Cholesterol 31mg 10%, Sodium 184mg 8%, Total Carbohydrate 46g 17%, Dietary Fiber 3g 9%, Total Sugars 35g, Protein 4g, Vitamin C 0mg 1%, Calcium 21mg 2%, Iron 1mg 6%, Potassium 205mg 4%","Servings: 12, Yield: 2 dozen",https://www.allrecipes.com/thmb/GiQLNmjKJQv7z8SqhwRu_v3j4_c=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/973859-e22d277215e94247b86ce67beb92acbe.jpg
178,Pecan Pie Energy Bites,vegan,https://www.allrecipes.com/recipe/8381294/pecan-pie-energy-bites/,15 mins,/Appetizers and Snacks/Snacks/Energy Ball Recipes/,10 mins,25 mins,12,12 2-inch balls,"1 cup pecan halves, ⅓ cup rolled oats, 1 cup pitted Medjool dates, ⅛ teaspoon ground cinnamon, ¼ teaspoon kosher salt, ¼ teaspoon vanilla extract, 1 tablespoon maple syrup","Preheat the oven to 350 degrees F (175 degrees C). Line a baking sheet with parchment paper.
Arrange a single layer of pecans on the prepared baking sheet. Top with rolled oats. Bake in the preheated oven until toasted, about 10 minutes. Allow to cool completely.
Pulse pecans, oats, dates, cinnamon, salt, vanilla extract, and maple syrup in a food processor until nuts are ground to desired consistency.
Shape mixture into twelve 2-inch tightly-packed balls. Refrigerate before serving.











Chef John
",5,"Total Fat 7g 8%, Saturated Fat 1g 3%, Sodium 41mg 2%, Total Carbohydrate 15g 5%, Dietary Fiber 2g 7%, Protein 2g, Potassium 144mg 3%","Prep Time: 15 mins, Cook Time: 10 mins, Total Time: 25 mins, Servings: 12, Yield: 12 2-inch balls",https://www.allrecipes.com/thmb/BDw8F70K9G3J3feAHq7_UWq_gWQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/Pecan-pie-energy-bites-chef-john-2000-d6fbb9081b7e4a89bd1bcfa587dbbece.jpg
179,Reshteh Polo (Persian Noodle Rice),vegan,https://www.allrecipes.com/recipe/279194/reshteh-polo-persian-noodle-rice/,35 mins,/Side Dish/Rice Side Dish Recipes/,1 hrs 10 mins,3 hrs 35 mins,10,10 servings,"1 cup basmati rice, 3 ½ tablespoons kosher salt, divided, ¼ teaspoon saffron threads, 2 tablespoons boiling water, ½ (8 ounce) package roasted noodles, ¼ cup grapeseed oil,   kosher salt to taste (such as Diamond Crystal®), 2 medium gold potatoes, sliced into quarter rounds, ¼ cup boiling water, 2 tablespoons unsalted butter, melted, 3 tablespoons unsalted butter, 6  Medjool dates, pitted and quartered, ½ cup golden raisins, rinsed and drained, ¼ teaspoon ground cinnamon","Place rice in a medium bowl and cover with tepid water. Gently swish it around with your finger to activate the starches, then tip the bowl to drain water. Repeat this process until water runs clear, about 7 rinses. Cover rice with cold water, add 1/2 tablespoon salt, stir gently, and soak for 1 hour. Drain rice without rinsing.
Crush saffron threads to a powder in a small mortar and pestle. Transfer to a small bowl with 2 tablespoons boiling water. Stir, cover, and set saffron water aside.
Fill a 5-quart nonstick pot with 9 cups water and bring to a boil over medium-high heat. Add 3 tablespoons salt and stir until dissolved. Break roasted noodles into thirds and add to the boiling water with the rice. Stir once gently, and watch carefully as it cooks so water does not boil over. Taste water for salt and adjust accordingly. Cook until the first rice grain pops up to the surface. Set a timer for 4 minutes and cook, scooping off any foam from the surface, until the timer goes off. Test rice and continue to cook until tender on the outside but still firm to the bite on the inside, 6 to 8 minutes more.
Drain rice and noodles in a colander and rinse quickly with lukewarm water and a spray faucet to rinse off extra starch. Taste and gently rinse again if too salty. Set aside to drain completely. Wash and dry the pot.
Place the clean pot over medium heat. Add oil, 1 tablespoon saffron water, and a pinch of salt; swirl the pot until the bottom and lower sides are coated with the oil mixture. Tightly overlap potato slices in a single layer covering the bottom of the pot to create the tahdig layer.
Gently scatter rice-noodle mixture over the tahdig in a pyramid shape, making sure potatoes are completely covered and moving noodles away from the sides of the pot. Gently poke the handle of a wooden spoon into the rice and noodles a few times, being careful not to hit the tahdig; this will allow steam to escape while cooking. Cover and cook until you see steam escaping from the sides of the lid and tahdig starts to set, about 10 minutes.
Meanwhile, combine 1/4 cup boiling water with 2 tablespoons melted butter and remaining saffron water. Lay a kitchen towel out on a heatproof surface.
Test the tahdig by quickly tapping the side of the pot with a wooden spoon. When the pot sizzles, remove it from the heat. Remove the lid and place it on the kitchen towel, being careful that none of the condensation drips into the pot. Wrap the towel around the lid and secure the ends at the top by the handle so they will not hang near the heat source. Drizzle the butter mixture over the rice and cover with the towel-wrapped lid.
Place a heat diffuser on a burner over low or medium-low heat and return the pot to the stove. Cook until crispy, rotating the pot a few times, about 35 minutes. Remove from the heat and place on a damp kitchen towel; let sit, uncovered, for 5 minutes so tahdig will release easily.
Meanwhile, melt 3 tablespoons butter in a small pan over medium heat. Add dates, raisins, and cinnamon; sprinkle with a little salt. Cook and stir until dates are glistening and soft, 3 to 5 minutes.
Gently scatter rice on a platter and remove potato tahdig pieces and serve on the side. Sprinkle raisin-date sauce over top.",5,"Total Fat 12g 15%, Saturated Fat 4g 22%, Cholesterol 15mg 5%, Sodium 2124mg 92%, Total Carbohydrate 45g 16%, Dietary Fiber 2g 9%, Total Sugars 16g, Protein 4g, Vitamin C 0mg 2%, Calcium 15mg 1%, Iron 0mg 2%, Potassium 176mg 4%","Prep Time: 35 mins, Cook Time: 1 hrs 10 mins, Additional Time: 1 hrs 50 mins, Total Time: 3 hrs 35 mins, Servings: 10, Yield: 10 servings",https://www.allrecipes.com/thmb/2Tqz-HYg7jNg5_EjWDp3xfuRNwE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7797735-e68f4a0c8994432c9ddb87a19c3b6b75.jpg
180,Best Hot Sauce,vegan,https://www.allrecipes.com/recipe/242153/best-hot-sauce/,10 mins,/Side Dish/Sauces and Condiments/,20 mins,30 mins,100,2 cups,"10  fresh hot chile peppers, stems removed, 1  onion, coarsely chopped, ¼ cup pitted fresh dates, or more to taste, ¼ cup fresh basil leaves, ¼ cup fresh parsley leaves, 1  roma (plum) tomato, roughly chopped, 2 tablespoons beef bouillon powder, 4  garlic cloves, ½ cup vegetable oil, or as needed,   salt to taste, 1 squeeze lemon juice","Place peppers, onion, dates, basil, parsley, tomato, bouillon powder, and garlic in the bowl of a food processor; pour in the oil. Pulse mixture until finely chopped, adding more oil if needed to thin; season with salt.
Pour pepper mixture into a small saucepan; bring to a boil. Squeeze lemon juice into pepper mixture, reduce heat to low, and simmer for 15 minutes.
Allow pepper mixture to cool; pour into a glass jar with a lid. Store pepper sauce in the refrigerator.",4.9,"Total Fat 1g 1%, Saturated Fat 0g 1%, Sodium 29mg 1%, Total Carbohydrate 1g 0%, Dietary Fiber 0g 0%, Total Sugars 0g, Protein 0g, Vitamin C 11mg 57%, Calcium 2mg 0%, Iron 0mg 1%, Potassium 21mg 0%","Prep Time: 10 mins, Cook Time: 20 mins, Total Time: 30 mins, Servings: 100, Yield: 2 cups",https://www.allrecipes.com/thmb/80wUYzFvbycfxxDSPtq83Vo3r1k=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2513802-5c855a29fc3e4e14a9cf88a3e72fe63f.jpg
181,Chef John's Chocolate Energy Bars,vegetarian,https://www.allrecipes.com/recipe/254452/chef-johns-chocolate-energy-bars/,15 mins,/Appetizers and Snacks/Snacks/Granola Bar Recipes/,,3 hrs,12,12 bars,"2 cups pitted Medjool dates, roughly chopped, 2 cups raw cashews, 1 cup raw or roasted unsalted almonds, ¾ cup high-quality unsweetened cocoa powder (such as Guittard® Cocoa Rouge), 2 tablespoons coconut oil, melted, ½ cup unsweetened shredded coconut, 2 teaspoons vanilla extract, 1 tablespoon cold espresso, or more as needed (or water), ½ teaspoon kosher salt, ½ pinch cayenne pepper","Place cashews, almonds, coconut, dates, cocoa, coconut oil, vanilla, cold coffee, cayenne and salt in the bowl of a food processor. Pulse on and off to start. Process about 1 minute; check to ensure mixture is sticky and moist enough to stick together. Add more coffee if needed. Continue to process until mixture becomes a chunky mass.
Line a baking pan with plastic wrap. Scoop mixture into pan. Press down with a spatula until mixture is even. Place a layer of plastic wrap on the surface and smooth again with your hands.
Refrigerate until cold and firm, 2 or 3 hours.
Remove from the pan and unwrap. Cut into bars of your preferred size. Store in a zip top back in the refrigerator.











Unknown
",4.8,"Total Fat 22g 28%, Saturated Fat 7g 36%, Sodium 230mg 10%, Total Carbohydrate 36g 13%, Dietary Fiber 7g 25%, Total Sugars 21g, Protein 8g, Vitamin C 0mg 1%, Calcium 59mg 5%, Iron 3mg 17%, Potassium 515mg 11%","Prep Time: 15 mins, Additional Time: 2 hrs 45 mins, Total Time: 3 hrs, Servings: 12, Yield: 12 bars",https://www.allrecipes.com/thmb/IOoj42MMo8YNKWfqi3SjecjAwpE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/image-298-9ea0164f6701476d96dacf960f3e9aa9.jpg
